"Date","Close","RSI rsi (14)","MACD macd (12,26,9)","Signal macd (12,26,9)","macd (12,26,9)_hist"
"8/3/2025","4.2419","41.1737","-0.0467","-0.0495","0.0027"
"8/10/2025","4.2114","38.1620","-0.0472","-0.0490","0.0018"
"8/17/2025","4.2275","40.6307","-0.0457","-0.0484","0.0027"
"8/24/2025","4.2250","40.3612","-0.0442","-0.0475","0.0033"
"8/31/2025","4.2212","39.9278","-0.0429","-0.0466","0.0037"
"9/7/2025","4.2046","38.0076","-0.0426","-0.0458","0.0032"
"9/14/2025","4.2079","38.6394","-0.0417","-0.0450","0.0033"
"9/21/2025","4.2204","41.0884","-0.0395","-0.0439","0.0044"
"9/28/2025","4.2080","39.4081","-0.0383","-0.0428","0.0045"
"10/5/2025","4.2250","42.8582","-0.0356","-0.0413","0.0057"
"10/12/2025","4.2260","43.0635","-0.0330","-0.0397","0.0067"
"10/19/2025","4.2233","42.6182","-0.0308","-0.0379","0.0071"
"10/26/2025","4.1912","37.6347","-0.0312","-0.0366","0.0053"
"11/2/2025","4.1768","35.6223","-0.0324","-0.0357","0.0033"
"11/9/2025","4.1313","30.1386","-0.0366","-0.0359","-0.0007"
"11/16/2025","4.1476","34.0551","-0.0381","-0.0363","-0.0018"
"11/23/2025","4.1332","32.3307","-0.0401","-0.0371","-0.0030"
"11/30/2025","4.1108","29.8027","-0.0429","-0.0383","-0.0047"
"12/7/2025","4.0966","28.2925","-0.0458","-0.0398","-0.0060"
"12/14/2025","4.0767","26.2824","-0.0491","-0.0416","-0.0075"
"12/21/2025","4.0492","23.7692","-0.0533","-0.0440","-0.0094"
"12/28/2025","4.0540","25.1152","-0.0557","-0.0463","-0.0093"
"1/4/2026","4.0735","30.4851","-0.0553","-0.0481","-0.0072"
"1/11/2026","4.0550","28.4041","-0.0558","-0.0497","-0.0062"
"1/18/2026","4.0057","23.7511","-0.0596","-0.0516","-0.0079"
"1/25/2026","3.9408","19.2748","-0.0670","-0.0547","-0.0123"
"2/1/2026","3.9464","20.6642","-0.0716","-0.0581","-0.0135"
"2/8/2026","3.9086","18.3663","-0.0774","-0.0620","-0.0155"
"2/15/2026","3.9056","18.1933","-0.0813","-0.0658","-0.0155"
"2/22/2026","3.8910","17.3378","-0.0846","-0.0696","-0.0150"
"3/1/2026","3.9460","30.5811","-0.0819","-0.0720","-0.0098"
"3/8/2026","3.9382","29.8507","-0.0794","-0.0735","-0.0059"
"3/15/2026","3.9383","29.8622","-0.0765","-0.0741","-0.0024"
"3/22/2026","4.0130","44.5732","-0.0675","-0.0728","0.0053"
"3/29/2026","4.0298","47.2556","-0.0582","-0.0699","0.0116"
"4/5/2026","3.9669","39.5485","-0.0554","-0.0670","0.0116"
"4/12/2026","3.9525","38.0204","-0.0536","-0.0643","0.0107"
"4/19/2026","3.9650","40.1777","-0.0507","-0.0616","0.0109"
"4/26/2026","3.9700","41.0663","-0.0474","-0.0587","0.0114"
"5/3/2026","3.9210","35.5202","-0.0482","-0.0566","0.0085"
"5/10/2026","3.9513","40.8408","-0.0458","-0.0545","0.0086"
"5/17/2026","3.9682","43.6344","-0.0421","-0.0520","0.0099"
"5/24/2026","3.9643","43.1283","-0.0390","-0.0494","0.0104"
"5/31/2026","4.0297","52.9785","-0.0310","-0.0457","0.0148"
"6/7/2026","4.0575","56.4328","-0.0221","-0.0410","0.0189"
"6/14/2026","4.1355","64.3468","-0.0086","-0.0345","0.0259"
"6/21/2026","4.0878","57.4714","-0.0018","-0.0280","0.0262"
"6/28/2026","4.0712","55.2586","0.0022","-0.0219","0.0242"
"7/5/2026","4.0711","55.2448","0.0054","-0.0165","0.0218"
