"Date","Close","RSI rsi (14)","MACD macd (12,26,9)","Signal macd (12,26,9)","macd (12,26,9)_hist"
"11/24/2024","1.3416","57.8309","-0.0001","-0.0059","0.0058"
"12/1/2024","1.3410","57.4256","0.0011","-0.0045","0.0056"
"12/8/2024","1.3495","61.2168","0.0027","-0.0031","0.0057"
"12/15/2024","1.3563","63.9464","0.0044","-0.0016","0.0060"
"12/22/2024","1.3573","64.3586","0.0058","-0.0001","0.0059"
"12/29/2024","1.3714","69.4996","0.0079","0.0015","0.0064"
"1/5/2025","1.3726","69.9074","0.0096","0.0031","0.0065"
"1/12/2025","1.3675","65.9036","0.0104","0.0046","0.0058"
"1/19/2025","1.3451","52.0579","0.0091","0.0055","0.0036"
"1/26/2025","1.3555","56.6149","0.0089","0.0062","0.0027"
"2/2/2025","1.3539","55.7796","0.0084","0.0066","0.0018"
"2/9/2025","1.3390","48.2536","0.0068","0.0067","0.0001"
"2/16/2025","1.3367","47.1739","0.0053","0.0064","-0.0011"
"2/23/2025","1.3492","53.1710","0.0050","0.0061","-0.0011"
"3/2/2025","1.3311","45.1835","0.0033","0.0055","-0.0023"
"3/9/2025","1.3342","46.6413","0.0021","0.0049","-0.0027"
"3/16/2025","1.3361","47.5960","0.0014","0.0042","-0.0028"
"3/23/2025","1.3406","49.8570","0.0011","0.0036","-0.0024"
"3/30/2025","1.3419","50.5153","0.0010","0.0031","-0.0020"
"4/6/2025","1.3207","41.0425","-0.0007","0.0023","-0.0030"
"4/13/2025","1.3115","37.7383","-0.0029","0.0013","-0.0041"
"4/20/2025","1.3153","39.8963","-0.0042","0.0002","-0.0044"
"4/27/2025","1.2960","33.5328","-0.0067","-0.0012","-0.0055"
"5/4/2025","1.2975","34.4455","-0.0085","-0.0027","-0.0058"
"5/11/2025","1.3006","36.3053","-0.0096","-0.0041","-0.0055"
"5/18/2025","1.2855","31.6022","-0.0115","-0.0055","-0.0060"
"5/25/2025","1.2901","34.3789","-0.0125","-0.0069","-0.0056"
"6/1/2025","1.2897","34.2612","-0.0132","-0.0082","-0.0050"
"6/8/2025","1.2808","31.3777","-0.0143","-0.0094","-0.0049"
"6/15/2025","1.2865","35.1209","-0.0145","-0.0104","-0.0041"
"6/22/2025","1.2760","31.7058","-0.0154","-0.0114","-0.0040"
"6/29/2025","1.2743","31.1696","-0.0160","-0.0123","-0.0037"
"7/6/2025","1.2802","35.1976","-0.0159","-0.0130","-0.0028"
"7/13/2025","1.2834","37.3435","-0.0153","-0.0135","-0.0018"
"7/20/2025","1.2812","36.4590","-0.0149","-0.0138","-0.0011"
"7/27/2025","1.2914","43.2734","-0.0135","-0.0137","0.0002"
"8/3/2025","1.2847","40.2445","-0.0129","-0.0136","0.0007"
"8/10/2025","1.2817","38.8931","-0.0125","-0.0133","0.0009"
"8/17/2025","1.2807","38.4626","-0.0121","-0.0131","0.0010"
"8/24/2025","1.2834","40.4715","-0.0114","-0.0127","0.0013"
"8/31/2025","1.2835","40.5725","-0.0107","-0.0123","0.0016"
"9/7/2025","1.2836","40.6392","-0.0101","-0.0119","0.0018"
"9/14/2025","1.2846","41.5144","-0.0094","-0.0114","0.0020"
"9/21/2025","1.2920","47.6963","-0.0082","-0.0107","0.0026"
"9/28/2025","1.2888","45.4567","-0.0073","-0.0101","0.0027"
"10/5/2025","1.2970","51.7311","-0.0060","-0.0092","0.0033"
"10/12/2025","1.2958","50.8175","-0.0049","-0.0084","0.0035"
"10/19/2025","1.2984","52.7725","-0.0038","-0.0075","0.0036"
"10/26/2025","1.3018","55.2782","-0.0027","-0.0065","0.0038"
"11/2/2025","1.3014","54.8805","-0.0018","-0.0056","0.0038"
"11/9/2025","1.2982","51.8971","-0.0013","-0.0047","0.0034"
"11/16/2025","1.3083","59.4692","-0.0001","-0.0038","0.0037"
"11/23/2025","1.2958","49.1959","-0.0001","-0.0031","0.0029"
"11/30/2025","1.2962","49.5105","-0.0002","-0.0025","0.0023"
"12/7/2025","1.2917","46.2226","-0.0005","-0.0021","0.0016"
"12/14/2025","1.2924","46.7749","-0.0007","-0.0018","0.0011"
"12/21/2025","1.2846","41.3254","-0.0015","-0.0018","0.0002"
"12/28/2025","1.2855","42.1126","-0.0021","-0.0018","-0.0002"
"1/4/2026","1.2874","43.9632","-0.0023","-0.0019","-0.0004"
"1/11/2026","1.2891","45.6303","-0.0023","-0.0020","-0.0003"
"1/18/2026","1.2767","36.9996","-0.0033","-0.0023","-0.0011"
"1/25/2026","1.2704","33.5571","-0.0046","-0.0027","-0.0018"
"2/1/2026","1.2716","34.7971","-0.0054","-0.0033","-0.0021"
"2/8/2026","1.2627","30.2414","-0.0067","-0.0039","-0.0027"
"2/15/2026","1.2672","34.8641","-0.0072","-0.0046","-0.0027"
"2/22/2026","1.2650","33.7069","-0.0078","-0.0052","-0.0026"
"3/1/2026","1.2784","45.7687","-0.0071","-0.0056","-0.0015"
"3/8/2026","1.2828","49.0029","-0.0061","-0.0057","-0.0004"
"3/15/2026","1.2813","47.9828","-0.0053","-0.0056","0.0003"
"3/22/2026","1.2874","52.4674","-0.0042","-0.0053","0.0011"
"3/29/2026","1.2866","51.8321","-0.0033","-0.0049","0.0016"
"4/5/2026","1.2728","42.3141","-0.0037","-0.0047","0.0010"
"4/12/2026","1.2691","40.1835","-0.0043","-0.0046","0.0003"
"4/19/2026","1.2769","46.3269","-0.0040","-0.0045","0.0005"
"4/26/2026","1.2714","42.9623","-0.0042","-0.0044","0.0002"
"5/3/2026","1.2672","40.5695","-0.0047","-0.0045","-0.0002"
"5/10/2026","1.2804","50.0525","-0.0039","-0.0044","0.0004"
"5/17/2026","1.2795","49.4729","-0.0034","-0.0042","0.0008"
"5/24/2026","1.2755","46.8501","-0.0032","-0.0040","0.0008"
"5/31/2026","1.2897","55.7540","-0.0019","-0.0036","0.0017"
"6/7/2026","1.2828","51.2779","-0.0014","-0.0031","0.0017"
"6/14/2026","1.2919","56.2516","-0.0003","-0.0026","0.0023"
"6/21/2026","1.2932","56.9516","0.0007","-0.0019","0.0026"
"6/28/2026","1.2915","55.6983","0.0013","-0.0013","0.0026"
"7/5/2026","1.2908","55.2196","0.0017","-0.0007","0.0024"
